Collection ID,Artist (Japanese),Artist (English),Title (Japanese),Title (English),Label,Catalog Number,Year,Format,Country,Genre,Retail Price (JPY),Notes,Source Photo,Cover Image Filename,Discogs URL,Cover Source,Cover Status,Research Notes,Obi,Shelf Location,Vinyl Condition,Sleeve Condition,Inserts,Purchase Date,Price Paid,Purchase Currency,Verification Issues,Verification Status,Last Updated,Album Summary,Summary Source,Summary Source Label,Artist Info URL,Artist Info Label
91,渡辺真知子,Machiko Watanabe,メモリーズ,Memories,CBS/Sony,,1979,LP,,Pop,,,IMG_3246.jpg,91_official_front.jpg,,https://music.apple.com/jp/album/%E3%83%A1%E3%83%A2%E3%83%AA%E3%83%BC%E3%82%BA/1536776760?uo=4,official,Identified from the front sleeve in IMG_3246.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi. Metadata source: https://www.kiokunokiroku.jp/artist/000416,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Memories was released in December 1979 and includes Water Taxi, Marionette and Ashita e alongside the title song.",https://www.kiokunokiroku.jp/artist/000416,FMPJ artist discography,https://www.kiokunokiroku.jp/artist/000416,Artist profile and discography
92,石野真子,Mako Ishino,ベスト・ヒット・アルバム,Best Hit Album,Victor,GX-45,1979,LP,,,,,IMG_3247.jpg,92_retailer_front.jpg,,https://ticro.com/en/products/i00001481,retailer,Identified from the front sleeve in IMG_3247.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Metadata source: https://ticro.com/en/products/i00001481,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,A fourteen-song Mako Ishino compilation including Nichiyobi wa Stranger and Okami Nanka Kowakunai. Victor issued this Best Hit Album in 1979.,https://ticro.com/en/products/i00001481,Ticro Market release listing,https://music.apple.com/jp/artist/%E7%9F%B3%E9%87%8E%E7%9C%9F%E5%AD%90/278910774?uo=4,Artist on Apple Music
93,浅田美代子,Miyoko Asada,,The Best,CBS/Sony,,,LP,,,,,IMG_3247.jpg,93_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3247.jpg,reference_photo,Identified from the front sleeve in IMG_3247.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,Collection note: Miyoko Asada compilation titled The Best. The photographed sleeve identifies the collection; its exact pressing and track list still need checking.,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3247.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E6%B5%85%E7%94%B0-%E7%BE%8E%E4%BB%A3%E5%AD%90/1156806444?uo=4,Artist on Apple Music
94,渡辺真知子,Machiko Watanabe,唇よ、熱く君を語れ,"The Best: Kuchibiru yo, Atsuku Kimi o Katare",CBS/Sony,,,LP,,,,,IMG_3247.jpg,94_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3247.jpg,reference_photo,Identified from the front sleeve in IMG_3247.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Machiko Watanabe compilation titled The Best: Kuchibiru yo, Atsuku Kimi o Katare. The photographed sleeve identifies the collection; its exact pressing and track list still need checking.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3247.jpg,Collection notes from reference photograph,https://www.kiokunokiroku.jp/artist/000416,Artist profile and discography
95,渡辺真知子,Machiko Watanabe,,Welcome to Yokosuka: Into My Heart,CBS/Sony,,1983,LP,,,,,IMG_3247.jpg,95_official_front.jpg,,https://music.apple.com/jp/album/welcome-to-yokosuka-into-my-heart/1537076631?uo=4,official,Identified from the front sleeve in IMG_3247.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Metadata source: https://www.kiokunokiroku.jp/artist/000416,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Released in January 1983, Welcome to Yokosuka includes Honky Tonk Memory, Chukagai de Kanpai and Sailing Night.",https://www.kiokunokiroku.jp/artist/000416,FMPJ artist discography,https://www.kiokunokiroku.jp/artist/000416,Artist profile and discography
96,渡辺真知子,Machiko Watanabe,海につれていって,Umi ni Tsurete Itte,CBS/Sony,,1978,LP,,Kayokyoku,,"One of two separately owned physical copies, confirmed by the owner. Each copy has its own collection ID and reference photograph.",IMG_3247.jpg,96_official_front.jpg,,https://music.apple.com/jp/album/%E6%B5%B7%E3%81%AB%E3%81%A4%E3%82%8C%E3%81%A6%E3%81%84%E3%81%A3%E3%81%A6/1536768424?uo=4,official,Identified from the front sleeve in IMG_3247.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi. Metadata source: https://www.kiokunokiroku.jp/artist/000416,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,Machiko Watanabe’s May 1978 album includes her early hits Mayoi Michi and Kamome ga Tonda Hi.,https://www.kiokunokiroku.jp/artist/000416,FMPJ artist discography,https://www.kiokunokiroku.jp/artist/000416,Artist profile and discography
97,石川秀美,Hidemi Ishikawa,ペパーミント,Peppermint,RVC,,,LP,,,,,IMG_3247.jpg,97_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3247.jpg,reference_photo,Identified from the front sleeve in IMG_3247.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Peppermint by Hidemi Ishikawa, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3247.jpg,Collection notes from reference photograph,,
98,渡辺真知子,Machiko Watanabe,遠く離れて,Tooku Hanarete,CBS/Sony,,1979,LP,,Pop,,,IMG_3247.jpg,98_official_front.jpg,,https://music.apple.com/jp/album/%E9%81%A0%E3%81%8F%E9%9B%A2%E3%82%8C%E3%81%A6/1536776658?uo=4,official,Identified from the front sleeve in IMG_3247.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi. Metadata source: https://www.kiokunokiroku.jp/artist/000416,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Released in June 1979, Tooku Hanarete includes Uminari, Kuko and Wine to Anata to.",https://www.kiokunokiroku.jp/artist/000416,FMPJ artist discography,https://www.kiokunokiroku.jp/artist/000416,Artist profile and discography
99,石川セリ,Seri Ishikawa,ときどき私は…,Tokidoki Watashi wa…,Philips,FX-6047,1976,LP,,,,,IMG_3247.jpg,99_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3247.jpg,reference_photo,Identified from the front sleeve in IMG_3247.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Metadata source: https://www.universal-music.co.jp/ishikawa-seri/discography/cat/album/page/2/,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,Seri Ishikawa’s Tokidoki Watashi wa… was originally released in January 1976. The photographed Philips LP is FX-6047.,https://www.universal-music.co.jp/ishikawa-seri/discography/cat/album/page/2/,Universal Music discography,,
100,TUBE,TUBE,,The Season in the Sun,CBS/Sony,,1986,LP,,Pop,,,IMG_3247.jpg,100_official_front.jpg,,https://music.apple.com/jp/album/the-season-in-the-sun/1535481258?uo=4,official,Identified from the front sleeve in IMG_3247.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Collection note: The Season in the Sun by TUBE, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3247.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/tube/572380409?uo=4,Artist on Apple Music
101,杉山清貴＆オメガトライブ,S. Kiyotaka & Omega Tribe,,First Finale,Vap,,1985,LP,,Kayokyoku,,,IMG_3248.jpg,101_official_front.jpg,,https://music.apple.com/jp/album/first-finale/678093493?uo=4,official,Identified from the front sleeve in IMG_3248.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Collection note: First Finale by S. Kiyotaka & Omega Tribe, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3248.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E6%9D%89%E5%B1%B1%E6%B8%85%E8%B2%B4-%E3%82%AA%E3%83%A1%E3%82%AC%E3%83%88%E3%83%A9%E3%82%A4%E3%83%96/1611738774?uo=4,Artist on Apple Music
102,荒井由実,Yumi Arai,コバルト・アワー,Cobalt Hour,Express,,1975,LP,,Pop,,"One of two separately owned physical copies, confirmed by the owner. Each copy has its own collection ID and reference photograph.",IMG_3248.jpg,102_official_front.jpg,,https://music.apple.com/jp/album/cobalt-hour/1436010473?uo=4,official,Identified from the front sleeve in IMG_3248.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Collection note: Cobalt Hour by Yumi Arai, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3248.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E8%8D%92%E4%BA%95%E7%94%B1%E5%AE%9F/81316604?uo=4,Artist on Apple Music
103,松任谷由実,Yumi Matsutoya,紅雀,Benisuzume,Express,,1978,LP,,Pop,,,IMG_3248.jpg,103_official_front.jpg,,https://music.apple.com/jp/album/linnet-beni-suzume/1436012400?uo=4,official,Identified from the front sleeve in IMG_3248.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Collection note: Benisuzume by Yumi Matsutoya, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3248.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E6%9D%BE%E4%BB%BB%E8%B0%B7%E7%94%B1%E5%AE%9F/76458419?uo=4,Artist on Apple Music
104,堀ちえみ,Chiemi Hori,best～生まれた時から～,Best: Umareta Toki kara,Canyon,C40A-0398,1985,2LP,,Pop,,,IMG_3248.jpg,104_official_front.jpg,,https://music.apple.com/jp/album/best-%E7%94%9F%E3%81%BE%E3%82%8C%E3%81%9F%E6%99%82%E3%81%8B%E3%82%89/1669411490?uo=4,official,Identified from the front sleeve in IMG_3248.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi. Metadata source: https://omimi.biz/index.php/products/detail/59521,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"A 1985 two-LP Chiemi Hori compilation on Canyon, bringing together 24 recordings under the title Best: Umareta Toki kara.",https://omimi.biz/index.php/products/detail/59521,Omimi release listing,https://music.apple.com/jp/artist/%E5%A0%80%E3%81%A1%E3%81%88%E3%81%BF/274440716?uo=4,Artist on Apple Music
105,,Various Artists,メリー・クリスマス・フォー・ユー,Merry Xmas for You,CBS/Sony,,,LP,,,,,IMG_3248.jpg,105_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3248.jpg,reference_photo,Identified from the front sleeve in IMG_3248.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Merry Xmas for You by Various Artists, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3248.jpg,Collection notes from reference photograph,,
106,キャンディーズ,Candies,キャンディ・レーベル,Candy Label,CBS/Sony,,,LP,,Kayokyoku,,,IMG_3248.jpg,106_official_front.jpg,,https://music.apple.com/jp/album/%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%87%E3%82%A3-%E3%83%AC%E3%83%BC%E3%83%99%E3%83%AB/1536934035?uo=4,official,Identified from the front sleeve in IMG_3248.jpg. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Candy Label by Candies, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3248.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%87%E3%82%A3%E3%83%BC%E3%82%BA/555222297?uo=4,Artist on Apple Music
107,松任谷由実,Yumi Matsutoya,ダイアモンドダストが消えぬまに,Before the Diamond Dust Fades,Express,,1987,LP,,Pop,,,IMG_3248.jpg,107_official_front.jpg,,https://music.apple.com/jp/album/before-the-diamond-dust-fades-diamond-dust-ga-kienu-ma-ni/1436009867?uo=4,official,Identified from the front sleeve in IMG_3248.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Collection note: Before the Diamond Dust Fades by Yumi Matsutoya, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3248.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E6%9D%BE%E4%BB%BB%E8%B0%B7%E7%94%B1%E5%AE%9F/76458419?uo=4,Artist on Apple Music
108,ピンク・レディー,Pink Lady,活動大写真,Katsudo Daishashin,Victor,,1978,LP,,Kayokyoku,,,IMG_3248.jpg,108_official_front.jpg,,https://music.apple.com/jp/album/katsudo-daishashin-original-soundtrack/1489145538?uo=4,official,Identified from the front sleeve in IMG_3248.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Collection note: Katsudo Daishashin by Pink Lady, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3248.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E3%83%94%E3%83%B3%E3%82%AF-%E3%83%AC%E3%83%87%E3%82%A3%E3%83%BC/207003566?uo=4,Artist on Apple Music
109,松任谷由実,Yumi Matsutoya,,Voyager,Express,,1983,LP,,Pop,,,IMG_3248.jpg,109_official_front.jpg,,https://music.apple.com/jp/album/voyager/1436012984?uo=4,official,Identified from the front sleeve in IMG_3248.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Collection note: Voyager by Yumi Matsutoya, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3248.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E6%9D%BE%E4%BB%BB%E8%B0%B7%E7%94%B1%E5%AE%9F/76458419?uo=4,Artist on Apple Music
110,渡辺真知子,Machiko Watanabe,フォグ・ランプ,Fog Lamp,CBS/Sony,,1978,LP,,Kayokyoku,,"One of two separately owned physical copies, confirmed by the owner. Each copy has its own collection ID and reference photograph.",IMG_3249.jpg,110_official_front.jpg,,https://music.apple.com/jp/album/%E3%83%95%E3%82%A9%E3%82%B0-%E3%83%A9%E3%83%B3%E3%83%97/1536768852?uo=4,official,Identified from the front sleeve in IMG_3249.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi. Metadata source: https://www.kiokunokiroku.jp/artist/000416,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Released in November 1978, Fog Lamp includes Blue, Konya wa Odotte and its title track.",https://www.kiokunokiroku.jp/artist/000416,FMPJ artist discography,https://www.kiokunokiroku.jp/artist/000416,Artist profile and discography
111,山口百恵,Momoe Yamaguchi,春告鳥,Haru Tsugedori,CBS/Sony,,,LP,,Kayokyoku,,,IMG_3249.jpg,111_official_front.jpg,,https://music.apple.com/jp/album/%E6%98%A5%E5%91%8A%E9%B3%A5/1536753841?uo=4,official,Identified from the front sleeve in IMG_3249.jpg. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Haru Tsugedori by Momoe Yamaguchi, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3249.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E5%B1%B1%E5%8F%A3%E7%99%BE%E6%81%B5/580769634?uo=4,Artist on Apple Music
112,岩崎宏美,Hiromi Iwasaki,ファンタジー,Fantasy,Victor,,,LP,,Kayokyoku,,,IMG_3249.jpg,112_official_front.jpg,,https://music.apple.com/jp/album/fantasy/251327399?uo=4,official,Identified from the front sleeve in IMG_3249.jpg. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Fantasy by Hiromi Iwasaki, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3249.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E5%B2%A9%E5%B4%8E%E5%AE%8F%E7%BE%8E/218734580?uo=4,Artist on Apple Music
113,渡辺真知子,Machiko Watanabe,海につれていって,Umi ni Tsurete Itte,CBS/Sony,,1978,LP,,Kayokyoku,,"One of two separately owned physical copies, confirmed by the owner. Each copy has its own collection ID and reference photograph.",IMG_3249.jpg,113_official_front.jpg,,https://music.apple.com/jp/album/%E6%B5%B7%E3%81%AB%E3%81%A4%E3%82%8C%E3%81%A6%E3%81%84%E3%81%A3%E3%81%A6/1536768424?uo=4,official,Identified from the front sleeve in IMG_3249.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi. Metadata source: https://www.kiokunokiroku.jp/artist/000416,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,Machiko Watanabe’s May 1978 album includes her early hits Mayoi Michi and Kamome ga Tonda Hi.,https://www.kiokunokiroku.jp/artist/000416,FMPJ artist discography,https://www.kiokunokiroku.jp/artist/000416,Artist profile and discography
114,サーカス,Circus,ベスト・ヒット・サーカス,Best Hits Circus,Alfa,,,LP,,,,,IMG_3249.jpg,114_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3249.jpg,reference_photo,Identified from the front sleeve in IMG_3249.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,Collection note: Circus compilation titled Best Hits Circus. The photographed sleeve identifies the collection; its exact pressing and track list still need checking.,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3249.jpg,Collection notes from reference photograph,,
115,安部恭弘,Yasuhiro Abe,モデラート,Moderato,,,1984,LP,,Pop,,,IMG_3249.jpg,115_official_front.jpg,,https://music.apple.com/jp/album/moderato/720346864?uo=4,official,Identified from the front sleeve in IMG_3249.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Collection note: Moderato by Yasuhiro Abe, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3249.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E5%AE%89%E9%83%A8%E6%81%AD%E5%BC%98/193508408?uo=4,Artist on Apple Music
116,阿川泰子,Yasuko Agawa,ジャーニー,Journey,,,,LP,,Jazz,,,IMG_3249.jpg,116_official_front.jpg,,https://music.apple.com/jp/album/journey-yasuko-love-bird/333475060?uo=4,official,Identified from the front sleeve in IMG_3249.jpg. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Journey by Yasuko Agawa, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3249.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E9%98%BF%E5%B7%9D%E6%B3%B0%E5%AD%90/271055240?uo=4,Artist on Apple Music
117,荒井由実,Yumi Arai,コバルト・アワー,Cobalt Hour,Express,,1975,LP,,Pop,,"One of two separately owned physical copies, confirmed by the owner. Each copy has its own collection ID and reference photograph.",IMG_3249.jpg,117_official_front.jpg,,https://music.apple.com/jp/album/cobalt-hour/1436010473?uo=4,official,Identified from the front sleeve in IMG_3249.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Collection note: Cobalt Hour by Yumi Arai, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3249.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E8%8D%92%E4%BA%95%E7%94%B1%E5%AE%9F/81316604?uo=4,Artist on Apple Music
118,シュガー,Sugar,シュガー・ドリーム,Sugar Dream,,,,LP,,,,,IMG_3249.jpg,118_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3249.jpg,reference_photo,Identified from the front sleeve in IMG_3249.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Sugar Dream by Sugar, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3249.jpg,Collection notes from reference photograph,,
119,松原みき,Miki Matsubara,デジャ・ヴ,Deja Vu,,,,LP,,,,,IMG_3250.jpg,119_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3250.jpg,reference_photo,Identified from the front sleeve in IMG_3250.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Deja Vu by Miki Matsubara, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3250.jpg,Collection notes from reference photograph,,
120,アンリ菅野,Anli Sugano,ラヴ・スケッチ,Love Sketch,,,,LP,,,,,IMG_3250.jpg,120_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3250.jpg,reference_photo,Identified from the front sleeve in IMG_3250.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Love Sketch by Anli Sugano, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3250.jpg,Collection notes from reference photograph,,
121,マリムラ・ケイ,Kei Marimura,,Elegance,,,,LP,,,,,IMG_3250.jpg,121_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3250.jpg,reference_photo,Identified from the front sleeve in IMG_3250.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Elegance by Kei Marimura, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3250.jpg,Collection notes from reference photograph,,
122,マリムラ・ケイ,Kei Marimura,,The Man I Love,,,,LP,,,,,IMG_3250.jpg,122_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3250.jpg,reference_photo,Identified from the front sleeve in IMG_3250.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: The Man I Love by Kei Marimura, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3250.jpg,Collection notes from reference photograph,,
123,笠井紀美子,Kimiko Kasai,,We Can Fall in Love,,,1976,LP,,Jazz,,,IMG_3250.jpg,123_official_front.jpg,,https://music.apple.com/jp/album/we-can-fall-in-love/6791567989?uo=4,official,Identified from the front sleeve in IMG_3250.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Collection note: We Can Fall in Love by Kimiko Kasai, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3250.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E7%AC%A0%E4%BA%95%E7%B4%80%E7%BE%8E%E5%AD%90/393034466?uo=4,Artist on Apple Music
124,山本達彦,Tatsuhiko Yamamoto,,Faces: Tatsuhiko Singles,,,,LP,,,,,IMG_3250.jpg,124_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3250.jpg,reference_photo,Identified from the front sleeve in IMG_3250.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Faces: Tatsuhiko Singles by Tatsuhiko Yamamoto, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3250.jpg,Collection notes from reference photograph,,
